,Position,Artist Name,Song Name,Days,Top 10 (xTimes),Peak Position (xTimes),Total Streams (Normalized and Standardized,Artist Name (factorized)
0,1,Post Malone ,Sunflower  SpiderMan: Into the SpiderVerse,1506,302.0,29,16.574004113048524,0
1,2,Juice WRLD ,Lucid Dreams,1673,178.0,20,16.218840726693244,1
2,3,Lil Uzi Vert ,XO TOUR Llif3,1853,212.0,4,14.61559820126424,2
3,4,J. Cole ,No Role Modelz,2547,6.0,0,13.728605753531795,3
4,5,Post Malone ,rockstar,1223,186.0,124,13.422218492277713,0
5,6,Travis Scott ,goosebumps,1995,4.0,0,12.542933468305652,4
6,7,The Weeknd ,Blinding Lights,1100,233.0,11,11.993352252689002,5
7,8,XXXTENTACION ,Jocelyn Flores,1673,44.0,1,11.613407203653807,6
8,9,XXXTENTACION ,SAD!,1217,133.0,6,11.52569724622679,6
9,10,Juice WRLD ,All Girls Are The Same,1681,2.0,0,11.410609687320655,1
10,11,Kendrick Lamar ,HUMBLE.,1175,152.0,67,11.265634786056797,7
11,12,Post Malone ,Circles,1172,163.0,38,11.116501769142479,0
12,13,Travis Scott ,SICKO MODE,1046,190.0,19,10.888828038731734,4
13,14,Lil Baby ,Drip Too Hard (Lil Baby & Gunna),1453,122.0,6,10.82760576924396,8
14,15,Post Malone ,Congratulations,1215,136.0,0,10.110926292170568,0
15,16,Post Malone ,I Fall Apart,1278,132.0,14,10.055504746140437,0
16,17,Glass Animals ,Heat Waves,763,248.0,34,10.009724051468222,9
17,18,Drake ,God's Plan,634,139.0,70,9.89935567065016,10
18,19,Roddy Ricch ,The Box,650,197.0,85,9.309553420863404,11
19,20,J. Cole ,MIDDLE CHILD,1119,106.0,16,8.883751231345105,3
20,21,XXXTENTACION ,Fuck Love,1406,9.0,0,8.719581323429148,6
21,22,Post Malone ,Better Now,862,72.0,8,8.530558480047185,0
22,23,Drake ,One Dance,772,187.0,103,8.352681608326828,10
23,24,Olivia Rodrigo ,good 4 u,547,187.0,53,8.349486173431716,12
24,25,Juice WRLD ,Robbery,1086,38.0,2,8.151619680131747,1
25,26,Billie Eilish ,lovely,1250,0.0,0,8.039321262921304,13
26,27,Joji ,SLOW DANCING IN THE DARK,1496,0.0,0,8.028233037543913,14
27,28,XXXTENTACION ,Moonlight,923,57.0,2,7.917779550888265,6
28,29,Offset ,Ric Flair Drip (& Metro Boomin),1065,86.0,0,7.842036313405265,15
29,30,The Kid LAROI ,Stay,531,271.0,45,7.824744405097896,16
30,31,Lewis Capaldi ,Someone You Loved,952,40.0,0,7.51844472123769,17
31,32,Harry Styles ,Watermelon Sugar,988,65.0,3,7.486791404011056,18
32,33,Post Malone ,Wow.,699,115.0,6,7.42432260798138,0
33,34,Khalid ,Location,999,29.0,0,7.382791131674111,19
34,35,The Neighbourhood ,Sweater Weather,1050,0.0,0,7.3283583997542365,20
35,36,Lil Baby ,Yes Indeed,970,43.0,9,7.316662918743741,8
36,37,The Chainsmokers ,Closer,696,158.0,70,7.269569501971577,21
37,38,Post Malone ,Psycho,607,107.0,1,7.246388085773561,0
38,39,The Weeknd ,The Hills,1243,194.0,6,7.1601291234833795,5
39,40,Dua Lipa ,Levitating,738,113.0,3,7.080361138592916,22
40,41,Billie Eilish ,bad guy,652,108.0,20,7.041141851095062,13
41,42,Morgan Wallen ,Whiskey Glasses,1324,0.0,0,7.032616227245959,23
42,43,Olivia Rodrigo ,drivers license,613,99.0,46,6.950568068821767,12
43,44,Doja Cat ,Kiss Me More,550,151.0,11,6.87162602439786,24
44,45,DaBaby ,ROCKSTAR,549,164.0,65,6.803090362364407,25
45,46,Lil Nas X ,INDUSTRY BABY,472,267.0,42,6.802994488971504,26
46,47,The Weeknd ,Starboy,785,141.0,29,6.7189588735796875,5
47,48,Childish Gambino ,Redbone,1075,42.0,0,6.620040944830906,27
48,49,Lil Mosey ,Blueberry Faygo,603,152.0,12,6.451103194075086,28
49,50,Meek Mill ,Going Bad,638,117.0,10,6.354875238220703,29
50,51,Khalid ,Young Dumb & Broke,904,69.0,0,6.346630413821318,19
51,52,Harry Styles ,As It Was,273,203.0,40,6.329467313831392,18
52,53,Ed Sheeran ,Shape of You,618,96.0,48,6.322101999444239,30
53,54,Ariana Grande ,7 rings,559,72.0,34,6.023417391272122,31
54,55,Billie Eilish ,when the party's over,787,9.0,0,5.99464801621042,13
55,56,Kendrick Lamar ,LOVE. FEAT. ZACARI.,814,25.0,0,5.957313989701426,7
56,57,Cardi B ,I Like It,548,98.0,1,5.953782653062835,32
57,58,Lizzo ,Truth Hurts,535,161.0,3,5.808174152058116,33
58,59,Halsey ,Without Me,617,113.0,0,5.796049884770008,34
59,60,Logic ,18002738255,590,111.0,10,5.7849061930711825,35
60,61,Bebe Rexha ,Meant to Be,801,0.0,0,5.75105508752055,36
61,62,Ariana Grande ,"thank u, next",463,93.0,42,5.741648267636317,31
62,63,BlocBoy JB ,Look Alive,495,98.0,4,5.715623948603429,37
63,64,Marshmello ,Happier,650,28.0,0,5.703919577654021,38
64,65,James Arthur ,Say You Won't Let Go,1083,0.0,0,5.686939756016715,39
65,66,Arizona Zervas ,ROXANNE,536,123.0,23,5.681404600324659,40
66,67,24kGoldn ,Mood,547,165.0,2,5.6749149066014635,41
67,68,Drake ,Nice For What,467,93.0,32,5.652310378465061,10
68,69,blackbear ,hot girl bummer,742,45.0,0,5.634812430495966,42
69,70,Mariah Carey ,All I Want for Christmas Is You,426,162.0,15,5.633131848854904,43
70,71,benny blanco ,Eastside,672,15.0,0,5.56735302585119,44
71,72,Juice WRLD ,Bandit,670,97.0,4,5.5320566538097005,1
72,73,Future ,Life Is Good,601,57.0,33,5.507819269975826,45
73,74,YNW Melly ,Murder On My Mind,771,43.0,0,5.498679148258902,46
74,75,Olivia Rodrigo ,deja vu,562,106.0,20,5.485898117574448,12
75,76,Polo G ,RAPSTAR,519,84.0,22,5.386864657938538,47
76,77,Luke Combs ,Beautiful Crazy,1123,0.0,0,5.36795602610732,48
77,78,21 Savage ,Bank Account,553,139.0,20,5.364833377587037,49
78,79,Drake ,Wants and Needs,645,25.0,10,5.342502138434723,10
79,80,Cardi B ,WAP,417,112.0,64,5.333230621887955,32
80,81,Travis Scott ,HIGHEST IN THE ROOM,602,69.0,21,5.305033249253337,4
81,82,Lil Tecca ,Ransom,465,110.0,26,5.254823429909348,50
82,83,Sheck Wes ,Mo Bamba,421,115.0,7,5.199162123759556,51
83,84,Post Malone ,White Iverson,1069,45.0,0,5.184007824254381,0
84,85,Drake ,In My Feelings,348,83.0,37,5.179242912795235,10
85,86,Lil Nas X ,MONTERO (Call Me By Your Name),410,123.0,11,5.1706903508984885,26
86,87,French Montana ,Unforgettable,501,136.0,7,5.1487573963368325,52
87,88,Drake ,Nonstop,478,69.0,7,5.143851395416189,10
88,89,Post Malone ,Candy Paint,717,42.0,0,5.132958787013524,0
89,90,DRAM ,Broccoli,646,141.0,16,5.111669299258552,53
90,91,Dua Lipa ,Don't Start Now,646,47.0,0,5.104929786756369,22
91,92,Juice WRLD ,Come & Go,644,73.0,4,5.0240212073762365,1
92,93,Juice WRLD ,Wishing Well,625,65.0,6,4.9720912040124645,1
93,94,DaBaby ,BOP,622,76.0,1,4.969876018997669,25
94,95,Lil Uzi Vert ,20 Min,1012,0.0,0,4.965068976125455,2
95,96,Travis Scott ,BUTTERFLY EFFECT,682,18.0,0,4.951818311426843,4
96,97,Brenda Lee ,Rockin' Around The Christmas Tree,340,113.0,30,4.947346825429789,54
97,98,Drake ,Knife Talk,471,91.0,3,4.931322595587932,10
98,99,Pop Smoke ,For The Night,512,116.0,2,4.9126794165662035,55
99,100,Drake ,Fake Love,525,121.0,15,4.90497927335923,10
100,101,Internet Money ,Lemonade,517,138.0,11,4.887223689595897,56
101,102,Tyga ,Taste,486,54.0,1,4.866172831558872,57
102,103,Future ,Mask Off,441,107.0,29,4.859491582643383,45
103,104,Olivia Rodrigo ,traitor,522,56.0,15,4.848670649373184,12
104,105,DaBaby ,Suge,516,51.0,4,4.839786400790197,25
105,106,SZA ,Good Days,604,83.0,3,4.824638519667642,58
106,107,Doja Cat ,Need To Know,460,72.0,3,4.79302149025199,24
107,108,Drake ,Money In The Grave (Drake ft. Rick Ross),467,79.0,6,4.744066972432705,10
108,109,Mustard ,Ballin',656,4.0,0,4.728695904029186,59
109,110,Bryson Tiller ,Don't,1008,37.0,0,4.715792809118877,60
110,111,Harry Styles ,Adore You,633,18.0,1,4.708346201605006,18
111,112,Imagine Dragons ,Believer,745,5.0,0,4.69532575566921,61
112,113,Lauv ,I Like Me Better,930,0.0,0,4.691527644225907,62
113,114,Migos ,Bad and Boujee,491,98.0,32,4.670627167935666,63
114,115,KYLE ,iSpy,512,106.0,8,4.66975022527648,64
115,116,Luis Fonsi ,Despacito  Remix,344,125.0,47,4.644100893063311,65
116,117,Kodak Black ,ZEZE,402,103.0,16,4.642385019897525,66
117,118,Lil Uzi Vert ,The Way Life Goes,834,21.0,0,4.64147272823556,2
118,119,Khalid ,Better,519,14.0,0,4.626058991957147,19
119,120,Sam Hunt ,Body Like A Back Road,703,0.0,0,4.621800634581723,67
120,121,A Boogie Wit da Hoodie ,Swervin,564,37.0,0,4.604746417184097,68
121,122,Imagine Dragons ,Thunder,724,0.0,0,4.587704902436252,61
122,123,Tones And I ,Dance Monkey,539,23.0,0,4.559271237524517,69
123,124,The Chainsmokers ,Don't Let Me Down,568,141.0,0,4.4710996163734045,21
124,125,Polo G ,Pop Out,647,25.0,0,4.470833914492354,47
125,126,Chris Brown ,No Guidance,550,53.0,1,4.445988182942359,70
126,127,Drake ,Passionfruit,622,51.0,13,4.430936232690759,10
127,128,Steve Lacy ,Dark Red,513,0.0,0,4.423694151249878,71
128,129,Juice WRLD ,Armed And Dangerous,756,10.0,0,4.419726479549342,1
129,130,Camila Cabello ,Havana,484,99.0,6,4.383226114725399,72
130,131,Morgan Wallen ,Wasted On You,687,10.0,1,4.375355031787914,23
131,132,Drake ,Laugh Now Cry Later,449,89.0,20,4.369882508014606,10
132,133,Bruno Mars ,That's What I Like,517,78.0,3,4.355565299718328,73
133,134,Kendrick Lamar ,DNA.,451,69.0,15,4.301892446822419,7
134,135,The Weeknd ,Save Your Tears,692,49.0,4,4.286842719055545,5
135,136,Polo G ,Martin & Gina,702,0.0,0,4.269086962858052,47
136,137,The Weeknd ,Die For You,682,1.0,0,4.26410853959025,5
137,138,Eminem ,Godzilla,665,28.0,5,4.252665061524769,74
138,139,Big Sean ,Bounce Back,531,79.0,7,4.231316869518028,75
139,140,Steve Lacy ,Bad Habit,183,136.0,66,4.229977784150969,71
140,141,Jack Harlow ,WHATS POPPIN,519,89.0,12,4.2159683899894596,76
141,142,XXXTENTACION ,Everybody Dies In Their Nightmares,772,3.0,0,4.213244677477775,6
142,143,Desiigner ,Panda,518,109.0,6,4.204154810738785,77
143,144,Shawn Mendes ,Señorita,400,77.0,26,4.187466460309758,78
144,145,Fleetwood Mac ,Dreams  2004 Remaster,781,17.0,0,4.174037728602027,79
145,146,Cardi B ,Bodak Yellow,489,79.0,6,4.166765701095378,32
146,147,Bobby Helms ,Jingle Bell Rock,335,98.0,1,4.158083257957526,80
147,148,Drake ,Jumpman,584,134.0,2,4.15414486174547,10
148,149,Trevor Daniel ,Falling,455,76.0,0,4.148179444505767,81
149,150,Bad Bunny ,DÁKITI,596,42.0,6,4.144690794901426,82
150,151,Rihanna ,Needed Me,494,154.0,3,4.12855576653216,83
151,152,5 Seconds of Summer ,Youngblood,608,0.0,0,4.119145363849272,84
152,153,The Killers ,Mr. Brightside,877,0.0,0,4.112907902983305,85
153,154,Baby Keem ,family ties,487,29.0,1,4.1030235362729135,86
154,155,Doja Cat ,Woman,489,26.0,0,4.101278330140592,24
155,156,Arctic Monkeys ,505,692,0.0,0,4.090362711357259,87
156,157,Lil Nas X ,Old Town Road  Remix,317,95.0,30,4.0533405990841676,26
157,158,DJ Khaled ,I'm the One,332,112.0,29,4.007286002328629,88
158,159,Drake ,Hotline Bling,555,150.0,28,3.9967666372447392,10
159,160,A Boogie Wit da Hoodie ,Drowning,591,0.0,0,3.976047159344335,68
160,161,XXXTENTACION ,changes,560,7.0,0,3.9612897649565437,6
161,162,Machine Gun Kelly ,my ex's best friend,596,3.0,0,3.935214232978162,89
162,163,Bazzi ,Mine,510,51.0,4,3.932813432169913,90
163,164,Zedd ,The Middle,561,45.0,0,3.9288412005438134,91
164,165,Justin Bieber ,Sorry,466,131.0,53,3.9175183689122055,92
165,166,Conan Gray ,Heather,647,13.0,0,3.9116826221607477,93
166,167,Post Malone ,Goodbyes (Feat. Young Thug),329,91.0,7,3.8689265567685904,0
167,168,XXXTENTACION ,Look At Me!,668,0.0,0,3.8284456643195206,6
168,169,Bad Bunny ,Me Porto Bonito,237,154.0,27,3.8172422720826713,82
169,170,J. Cole ,Wet Dreamz,1130,0.0,0,3.8121039257112406,3
170,171,Andy Williams ,It's the Most Wonderful Time of the Year,342,72.0,2,3.7585240914649214,94
171,172,Jack Harlow ,WHATS POPPIN,444,77.0,0,3.722889326964311,76
172,173,Lewis Capaldi ,Before You Go,672,0.0,0,3.703785288911228,17
173,174,Juice WRLD ,Lean Wit Me,671,1.0,0,3.6683100068491736,1
174,175,Tame Impala ,The Less I Know The Better,893,0.0,0,3.6641507033189376,95
175,176,G-Eazy,"Eazy  Me, Myself & I",513,148.0,12,3.6435565467340756,96
176,177,Bad Bunny ,Tití Me Preguntó,237,151.0,11,3.6316203859550655,82
177,178,Twenty One Pilots ,Ride,708,65.0,0,3.6314525883581346,97
178,179,Kendrick Lamar ,All The Stars,404,78.0,10,3.625143011694627,7
179,180,Twenty One Pilots ,Stressed Out,706,90.0,2,3.6236156473843097,97
180,181,Billie Eilish ,Happier Than Ever,459,30.0,12,3.6157970802281914,13
181,182,Aminé ,Caroline,537,77.0,0,3.608213559991363,98
182,183,6ix9ine ,FEFE,271,66.0,20,3.600295191775364,99
183,184,Drake ,Too Good,359,150.0,19,3.5785704993601635,10
184,185,"Tyler, The Creator ",EARFQUAKE,526,34.0,7,3.5670004929400188,100
185,186,Khalid ,Love Lies,445,14.0,0,3.5591604098326157,19
186,187,Justin Bieber ,Peaches,312,58.0,10,3.5480410313503374,92
187,188,Kendrick Lamar ,Money Trees,726,0.0,0,3.5457493813653014,7
188,189,Young Thug ,The London,401,49.0,3,3.5403468658609083,101
189,190,Future ,Low Life,604,0.0,0,3.534147436306873,45
190,191,Panic! At The Disco ,High Hopes,535,0.0,0,3.5172655955910903,102
191,192,SAINt JHN ,Roses  Imanbek Remix,431,47.0,0,3.502838086910533,103
192,193,Powfu ,death bed,478,7.0,0,3.4881982351417355,104
193,194,Rae Sremmurd ,Black Beatles,384,82.0,21,3.4844962844816023,105
194,195,Rihanna ,Work,408,91.0,62,3.480577258373508,83
195,196,Billie Eilish ,everything i wanted,435,42.0,4,3.4795930041888146,13
196,197,Jonas Brothers ,Sucker,414,30.0,11,3.4752432183899464,106
197,198,Rich The Kid ,Plug Walk,417,29.0,0,3.459221824132051,107
198,199,Justin Bieber ,Love Yourself,458,138.0,24,3.4575807299136065,92
199,200,Migos ,Slippery,477,0.0,0,3.4421283683833725,63
200,201,21 Savage ,a lot,412,24.0,1,3.441808675450923,49
201,202,Flipp Dinero ,Leave Me Alone,418,12.0,0,3.4322387520107793,108
202,203,Dan + Shay ,Tequila,723,0.0,0,3.4228134050340335,109
203,204,Bryson Tiller ,Exchange,837,0.0,0,3.420951192744547,60
204,205,Twenty One Pilots ,Heathens,410,100.0,34,3.402883234920885,97
205,206,Doja Cat ,Streets,477,57.0,12,3.4022389634214547,24
206,207,Wham! ,Last Christmas,315,56.0,0,3.3925964260406434,110
207,208,Jack Harlow ,First Class,231,77.0,11,3.391313036907231,76
208,209,Fetty Wap ,Trap Queen,622,159.0,31,3.3813200941541557,111
209,210,The Weeknd ,Can't Feel My Face,543,142.0,52,3.3739224387823454,5
210,211,Bruno Mars ,Leave The Door Open,400,52.0,3,3.3526534898517535,73
211,212,Kodak Black ,Roll In Peace,518,0.0,0,3.34021343813882,66
212,213,The Neighbourhood ,Daddy Issues,705,0.0,0,3.3383717071956593,20
213,214,Morgan Wallen ,More Than My Hometown,697,0.0,0,3.3172341722542584,23
214,215,Gucci Mane ,Wake Up in the Sky,340,14.0,0,3.2880797900322096,112
215,216,Marshmello ,Silence,468,16.0,0,3.2730940928167116,38
216,217,Michael Bublé ,It's Beginning to Look a Lot Like Christmas,357,38.0,1,3.240894006028395,113
217,218,Maroon 5 ,Girls Like You,383,20.0,0,3.2239566606724765,114
218,219,Justin Bieber ,What Do You Mean?,413,153.0,24,3.2089402701765173,92
219,220,The Weeknd ,Call Out My Name,471,21.0,6,3.1973527329501166,5
220,221,BØRNS ,Electric Love,737,0.0,0,3.194023105959903,115
221,222,NF ,Let You Down,480,4.0,0,3.1829004512285874,116
222,223,Fifth Harmony ,Work from Home,420,116.0,21,3.176871252509073,117
223,224,Drake ,Controlla,400,93.0,0,3.1670584842937406,10
224,225,Morgan Wallen ,Chasin' You,687,0.0,0,3.157696190741465,23
225,226,Ariana Grande ,Santa Tell Me,348,26.0,0,3.145610050562046,31
226,227,Ed Sheeran ,Thinking out Loud,792,118.0,3,3.139155916594492,30
227,228,Pop Smoke ,What You Know Bout Love,422,44.0,0,3.1366809307787826,55
228,229,Lil Mosey ,Noticed,531,0.0,0,3.129465155126963,28
229,230,Mike Posner ,I Took A Pill In Ibiza  Seeb Remix,442,91.0,1,3.1208342314842166,118
230,231,Ed Sheeran ,Perfect,488,0.0,0,3.1165870823291892,30
231,232,Ariana Grande ,no tears left to cry,384,5.0,0,3.1087000971302934,31
232,233,Chance the Rapper ,No Problem,568,0.0,0,3.0989198231744255,119
233,234,Mustard ,Pure Water,396,0.0,0,3.098718420075666,59
234,235,Dan + Shay ,Speechless,662,0.0,0,3.0845181221397984,109
235,236,The Chainsmokers ,Roses,520,94.0,0,3.072977161295921,21
236,237,Khalid ,Talk,341,42.0,0,3.0722780557336438,19
237,238,G,Eazy  No Limit,373,79.0,8,3.0718344401182818,120
238,239,21 Savage ,X,555,0.0,0,3.070617974598259,49
239,240,Surf Curse ,Freaks,556,0.0,0,3.069840181581015,121
240,241,Demi Lovato ,Sorry Not Sorry,379,35.0,0,3.0434406266568366,122
241,242,Billie Eilish ,bury a friend,364,16.0,2,3.037249033277402,13
242,243,Kodak Black ,Tunnel Vision,396,38.0,0,3.034450848367992,66
243,244,Surfaces ,Sunday Best,412,0.0,0,3.029514173326237,123
244,245,Sleepy Hallow ,2055,454,12.0,0,3.025949576054137,124
245,246,Dan + Shay ,"10,000 Hours",465,21.0,3,3.0199231745998847,109
246,247,Migos ,Stir Fry,336,60.0,12,3.0141829563730087,63
247,248,A Boogie Wit da Hoodie ,Look Back At It,366,22.0,0,3.0113703827909224,68
248,249,Justin Bieber ,Intentions,328,42.0,1,3.0046895553811566,92
249,250,Post Malone ,Go Flex,673,0.0,0,2.996559016511081,0
250,251,The Walters ,I Love You So,431,38.0,0,2.9934208105977045,125
251,252,Ed Sheeran ,Bad Habits,350,49.0,0,2.9922931486700297,30
252,253,A$AP Ferg ,Plain Jane,408,22.0,0,2.987827525434412,126
253,254,Famous Dex ,PICK IT UP,421,0.0,0,2.982756811572363,127
254,255,Major Lazer ,Lean On,588,142.0,7,2.9794502716002254,128
255,256,Elton John ,Cold Heart  PNAU Remix,408,1.0,0,2.9741776756556386,129
256,257,Dua Lipa ,New Rules,399,0.0,0,2.9700833031662808,22
257,258,Ed Sheeran ,Shivers,399,6.0,0,2.968103145911424,30
258,259,Mac Miller ,The Spins,612,0.0,0,2.9677918830934575,130
259,260,Adele ,Easy On Me,246,73.0,29,2.967233943630083,131
260,261,Ariana Grande ,positions,333,69.0,25,2.959910051760007,31
261,262,Tate McRae ,you broke me first,503,0.0,0,2.958104397874967,132
262,263,Kodak Black ,Super Gremlin,346,117.0,9,2.9428802433756824,66
263,264,Lil Nas X ,Panini,249,67.0,2,2.9352827176532004,26
264,265,Drake ,Way 2 Sexy,280,68.0,12,2.910185078954949,10
265,266,Roddy Ricch ,High Fashion,354,27.0,0,2.8900172179320562,11
266,267,Ed Sheeran ,I Don't Care,323,54.0,7,2.8840666683488068,30
267,268,Billie Eilish ,ocean eyes,623,0.0,0,2.8783877792048007,13
268,269,"Tyler, The Creator ",See You Again,565,0.0,0,2.8729042962826603,100
269,270,Migos ,Walk It Talk It,358,14.0,1,2.8720895065584435,63
270,271,Lady Gaga ,Shallow,403,7.0,0,2.8657585863778112,133
271,272,Drake ,Jimmy Cooks,195,107.0,1,2.8392296100369543,10
272,273,Doja Cat ,Say So,308,51.0,1,2.827720300441094,24
273,274,Fetty Wap ,679,501,111.0,14,2.8147352993048327,111
274,275,Kali Uchis ,telepatía,395,44.0,8,2.80673548468731,134
275,276,Calboy ,Envy Me,440,0.0,0,2.794219485306619,135
276,277,Justin Bieber ,Ghost,399,4.0,0,2.790671959016348,92
277,278,Adele ,Hello,404,89.0,19,2.7901478166483136,131
278,279,Joji ,Glimpse of Us,201,83.0,16,2.7782236879417925,14
279,280,Burl Ives ,A Holly Jolly Christmas  Single Version,278,31.0,0,2.775987657553,136
280,281,Julia Michaels ,Issues,414,0.0,0,2.7737761702929653,137
281,282,Kate Bush ,Running Up That Hill (A Deal With God),182,98.0,30,2.772854183999345,138
282,283,Migos ,TShirt,393,23.0,0,2.7591310305432644,63
283,284,Giveon ,HEARTBREAK ANNIVERSARY,371,30.0,0,2.756505758777529,139
284,285,ZAYN ,I Don’t Wanna Live Forever (Fifty Shades Darker),378,72.0,14,2.751025207236107,140
285,286,Drake ,Toosie Slide,239,79.0,20,2.7466623739191403,10
286,287,Kanye West ,Father Stretch My Hands Pt. 1,607,12.0,0,2.743059400466787,141
287,288,Zedd ,Stay,317,4.0,0,2.734483042655973,91
288,289,Major Lazer ,Cold Water,274,99.0,10,2.7281276176652844,128
289,290,Lil Nas X ,THATS WHAT I WANT,358,23.0,1,2.7217866388253253,26
290,291,Future ,WAIT FOR U,243,24.0,1,2.7215979958543977,45
291,292,Lil Uzi Vert ,Sanguine Paradise,382,30.0,0,2.719398253276586,2
292,293,Maroon 5 ,Memories,372,17.0,0,2.708695054218896,114
293,294,Lil Pump ,Gucci Gang,242,90.0,51,2.702612784096836,142
294,295,Lil Uzi Vert ,Money Longer,648,0.0,0,2.698283498803644,2
295,296,DJ Snake ,Let Me Love You,300,107.0,16,2.683405898647051,143
296,297,Hailee Steinfeld ,Starving,423,36.0,0,2.6825316574563716,144
297,298,JP Saxe ,If The World Was Ending,520,0.0,0,2.6558535830452565,145
298,299,The Chainsmokers ,Something Just Like This,364,29.0,2,2.6541580954290405,21
299,300,Olivia Rodrigo ,favorite crime,384,32.0,0,2.6526782846281525,12
300,301,Chris Stapleton ,Tennessee Whiskey,747,0.0,0,2.6516246735924773,146
301,302,Gucci Mane ,I Get The Bag,335,13.0,0,2.6416057507593105,112
302,303,Masked Wolf ,Astronaut In The Ocean,290,58.0,0,2.6263370699280713,147
303,304,Khalid ,Saturday Nights,391,0.0,0,2.618319762822994,19
304,305,H.E.R. ,Best Part,635,0.0,0,2.610905707046643,148
305,306,Rob $tone ,Chill Bill,442,4.0,0,2.6007579375773333,149
306,307,YNW Melly ,223's,325,45.0,0,2.5802986436648623,46
307,308,Hozier ,Take Me To Church,644,147.0,58,2.57632719757216,150
308,309,Ed Sheeran ,Beautiful People,309,39.0,1,2.569288301049693,30
309,310,Ariana Grande ,"break up with your girlfriend, i'm bored",235,49.0,4,2.566157030821414,31
310,311,Playboi Carti ,Magnolia,365,1.0,0,2.5519047727253645,151
311,312,Beach House ,Space Song,549,0.0,0,2.5489568958058118,152
312,313,JAY,Z  Ni**as In Paris,995,0.0,0,2.546359577533332,153
313,314,Calvin Harris ,This Is What You Came For,288,106.0,1,2.5158399382706196,154
314,315,Ariana Grande ,34+35,291,63.0,5,2.501353476266726,31
315,316,Don Toliver ,After Party,400,0.0,0,2.5006742389515404,155
316,317,Lizzo ,About Damn Time,243,51.0,1,2.4996732203346332,33
317,318,Calvin Harris ,Slide,281,15.0,0,2.496595577130083,154
318,319,Juice WRLD ,Righteous,333,24.0,6,2.4877132253228544,1
319,320,THE SCOTTS ,THE SCOTTS,237,70.0,13,2.4808410726330066,156
320,321,The Kid LAROI ,WITHOUT YOU,338,33.0,0,2.4739709125156755,16
321,322,Young Thug ,pick up the phone,552,0.0,0,2.4646901803210297,101
322,323,Zach Bryan ,Something in the Orange,251,20.0,0,2.464374453374258,157
323,324,Justin Timberlake ,"CAN'T STOP THE FEELING! (Original Song from DreamWorks Animation's ""TROLLS"")",437,60.0,0,2.4542476250756997,158
324,325,Shawn Mendes ,Stitches,535,82.0,0,2.4507490126087865,78
325,326,Pop Smoke ,Dior,532,0.0,0,2.4427288890790995,55
326,327,Doja Cat ,Ain't Shit,356,39.0,0,2.4399779319701502,24
327,328,Lil Tjay ,Calling My Phone,301,61.0,8,2.4394490380830427,159
328,329,Charlie Puth ,Attention,346,0.0,0,2.433062824015138,160
329,330,Lil Skies ,Nowadays,441,0.0,0,2.424990472094351,161
330,331,Doja Cat ,You Right,386,13.0,0,2.4213463060371327,24
331,332,Drake ,Portland,331,26.0,5,2.4208895087882136,10
332,333,Bing Crosby ,White Christmas,280,17.0,1,2.419777059385312,162
333,334,Harry Styles ,Late Night Talking,219,29.0,10,2.4100145461479134,18
334,335,Jay Rock ,King's Dead,292,31.0,0,2.4098584932332083,163
335,336,Cardi B ,Up,247,76.0,4,2.403249513390065,32
336,337,Bad Bunny ,MIA,287,22.0,5,2.401586730786176,82
337,338,Hailee Steinfeld ,Let Me Go,357,0.0,0,2.395723413728484,144
338,339,The Weeknd ,I Feel It Coming,331,21.0,0,2.3951155833148445,5
339,340,Sia ,Cheap Thrills,371,9.0,0,2.3887339674912034,164
340,341,SZA ,Love Galore,426,0.0,0,2.3824078563076987,58
341,342,Lukas Graham ,7 Years,414,79.0,8,2.3751560035977577,165
342,343,Morgan Wallen ,You Proof,230,6.0,0,2.364412876452374,23
343,344,gnash ,"i hate u, i love u",385,0.0,0,2.3639071079020453,166
344,345,Rae Sremmurd ,Swang,393,0.0,0,2.362792991635596,105
345,346,Nat King Cole ,The Christmas Song (Merry Christmas To You),232,12.0,0,2.3520488682039553,167
346,347,Dean Lewis ,Be Alright,453,0.0,0,2.3510033615737966,168
347,348,Post Malone ,I Like You (A Happier Song),208,96.0,1,2.3482300646614656,0
348,349,Lil Xan ,Betrayed,374,0.0,0,2.336323830788872,169
349,350,Yot Club ,YKWIM?,504,0.0,0,2.327773682970362,170
350,351,Kendrick Lamar ,LOYALTY. FEAT. RIHANNA.,330,14.0,0,2.3263527680147553,7
351,352,Sam Smith ,Dancing With A Stranger,328,3.0,0,2.3077767808373317,171
352,353,Doja Cat ,Get Into It (Yuh),391,0.0,0,2.305475072192969,24
353,354,Migos ,MotorSport,311,11.0,0,2.302163282558629,63
354,355,Carolina Gaitán ,La Gaita  We Don't Talk About Bruno,201,104.0,55,2.3008404251619488,172
355,356,Harry Styles ,Falling,501,3.0,0,2.2945918135536423,18
356,357,DJ Khaled ,Wild Thoughts,231,71.0,1,2.2938455185096065,88
357,358,Lil Uzi Vert ,You Was Right,501,0.0,0,2.2932235293355068,2
358,359,Kiiara ,Gold,403,0.0,0,2.291680492675989,173
359,360,Kanye West ,Heartless,439,0.0,0,2.2817659116689133,141
360,361,Luke Combs ,Forever After All,403,7.0,5,2.2749715267851784,48
361,362,Mark Ronson ,Uptown Funk,531,127.0,56,2.271846559983412,174
362,363,Frank Sinatra ,Let It Snow! Let It Snow! Let It Snow!,305,8.0,0,2.263484633630106,175
